scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup.x,report_detail.x,report_supergroup.y,report_detail.y,report_supergroup,report_detail
Rana pretiosa,"Baird & Girard, 1853",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Anura,NA,NA,NA,Ranidae,NA,NA,Rana,pretiosa,NA,NA,NA,accepted,25542,Rana pretiosa,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,25542,Rana pretiosa,Oregon Spotted Frog,S1,Jan 2022,Red,Endangered,May 2011,1,Endangered,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana pretiosa,Rana pretiosa,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Ambystoma gracile,"(Baird, 1859)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Ambystomatidae,NA,NA,Ambystoma,gracile,NA,NA,NA,accepted,26747,Ambystoma gracile,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,26747,Ambystoma gracile,Northwestern Salamander,S4,Mar 2022,Yellow,Not at Risk,May 1999,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ambystoma gracile,Ambystoma gracile,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Ambystoma macrodactylum,"Baird, 1950",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Ambystomatidae,NA,NA,Ambystoma,macrodactylum,NA,NA,NA,accepted,26754,Ambystoma macrodactylum,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,26754,Ambystoma macrodactylum,Long-toed Salamander,S5,Oct 2023,Yellow,Not at Risk,Apr 2006,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ambystoma macrodactylum,Ambystoma macrodactylum,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Dicamptodon tenebrosus,"(Baird and Girard, 1852)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Ambystomatidae,NA,NA,Dicamptodon,tenebrosus,NA,NA,NA,accepted,26822,Dicamptodon tenebrosus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,26822,Dicamptodon tenebrosus,Coastal Giant Salamander,S2S3,Jan 2022,Blue,Threatened,May 2014,1,Threatened,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dicamptodon tenebrosus,Dicamptodon tenebrosus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Aneides vagrans,"Wake & Jackman, 1998",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Plethodontidae,Plethodontinae,NA,Aneides,vagrans,NA,NA,NA,accepted,27423,Aneides vagrans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,248672,Aneides vagrans,Wandering Salamander,S3,Mar 2022,Blue,Special Concern,May 2014,1,Special Concern,Feb 2018,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Aneides vagrans,Aneides vagrans,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Ensatina eschscholtzii,"Gray, 1850",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Plethodontidae,Plethodontinae,NA,Ensatina,eschscholtzii,NA,NA,NA,accepted,27250,Ensatina eschscholtzii,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,27250,Ensatina eschscholtzii,Ensatina,S5,Sep 2023,Yellow,Not at Risk,May 1999,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ensatina eschscholtzii,Ensatina eschscholtzii,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Plethodon vehiculum,"(Cooper, 1860)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Plethodontidae,Plethodontinae,NA,Plethodon,vehiculum,NA,NA,NA,accepted,27194,Plethodon vehiculum,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,27194,Plethodon vehiculum,Western Red-backed Salamander,S4,Mar 2022,Yellow,Not at Risk,Nov 2001,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Plethodon vehiculum,Plethodon vehiculum,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Taricha granulosa,"(Skilton, 1849)",NA,Animalia,Chordata,Vertebrata,NA,Amphibia,NA,NA,Caudata,NA,NA,NA,Salamandridae,Pleurodelinae,NA,Taricha,granulosa,NA,NA,NA,accepted,27826,Taricha granulosa,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,27826,Taricha granulosa,Rough-skinned Newt,S4,Mar 2022,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Taricha granulosa,Taricha granulosa,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Elgaria coerulea,"(Wiegmann, 1828)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Anguimorpha,NA,Anguidae,Gerrhonotinae,NA,Elgaria,coerulea,NA,NA,NA,accepted,32064,Elgaria coerulea,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,32064,Elgaria coerulea,Northern Alligator Lizard,S5,Mar 2025,Yellow,Not at Risk,May 2002,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Elgaria coerulea,Elgaria coerulea,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Podarcis muralis,"(Laurenti, 1768)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Lacertoidea,NA,Lacertidae,Lacertinae,NA,Podarcis,muralis,NA,NA,NA,accepted,55990,Podarcis muralis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,55990,Podarcis muralis,Common Wall Lizard,SNA,Mar 2025,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Podarcis muralis,Podarcis muralis,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Sceloporus occidentalis,"Baird and Girard, 1852",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Iguania,NA,Phrynosomatidae,Sceloporinae,NA,Sceloporus,occidentalis,NA,NA,NA,accepted,36204,Sceloporus occidentalis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,36204,Sceloporus occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Plestiodon skiltonianus,"Baird & Girard, 1852",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Sauria,Scincomorpha,NA,Scincidae,Scincinae,NA,Plestiodon,skiltonianus,NA,NA,NA,accepted,37769,Plestiodon skiltonianus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,37769,Plestiodon skiltonianus,Western Skink,S3S4,Mar 2025,Blue,Special Concern,Nov 2014,1,Special Concern,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Plestiodon skiltonianus,Plestiodon skiltonianus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Charina bottae,"(Blainville, 1835)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Boidae,Charinainae,NA,Charina,bottae,NA,NA,NA,accepted,243962,Charina bottae,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,243962,Charina bottae,Rubber Boa,S4,Mar 2025,Yellow,Special Concern,Apr 2016,1,Special Concern,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Charina bottae,Charina bottae,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Coluber constrictor,"Linnaeus, 1758",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Colubrinae,NA,Coluber,constrictor,NA,NA,NA,accepted,27137,Coluber constrictor,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,27137,Coluber constrictor,North American Racer,S2S3,Mar 2018,Blue,Threatened,Nov 2015,1,Threatened,Feb 2023,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Coluber constrictor,Coluber constrictor,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Contia tenuis,"(Baird & Girard,1852)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Dipsadinae,NA,Contia,tenuis,NA,NA,NA,accepted,26916,Contia tenuis,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,26916,Contia tenuis,Common Sharp-tailed Snake,S1S2,Mar 2018,Red,Endangered / Threatened,Dec 2021,1,Endangered,Jun 2003,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Contia tenuis,Contia tenuis,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Pituophis catenifer deserticola,"(Blainville, 1835)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Colubrinae,NA,Pituophis,catenifer,NA,Pituophis catenifer deserticola,NA,accepted,29049,Pituophis catenifer deserticola,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,29049,Pituophis catenifer,"Gophersnake, deserticola subspecies",S3,Apr 2025,Blue,Threatened,Apr 2013,1,Threatened,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pituophis catenifer deserticola,Pituophis catenifer deserticola,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis elegans,"(Baird & Girard, 1853",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,elegans,NA,NA,NA,accepted,28398,Thamnophis elegans,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28403,Thamnophis elegans,Terrestrial Gartersnake,S5,Mar 2025,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Thamnophis elegans,Thamnophis elegans,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis ordinoides,"(Baird & Girard, 1852)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,ordinoides,NA,NA,NA,accepted,28389,Thamnophis ordinoides,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28389,Thamnophis ordinoides,Northwestern Gartersnake,S5,Mar 2025,Yellow,Not at Risk,May 2003,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Thamnophis ordinoides,Thamnophis ordinoides,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis sirtalis fitchi,"(Linnaeus, 1758)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,sirtalis,NA,Thamnophis sirtalis fitchi,NA,accepted,28371,Thamnophis sirtalis fitchi,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28371,Thamnophis sirtalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Thamnophis sirtalis pickeringii,"(Linnaeus, 1758)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Colubridae,Natricinae,NA,Thamnophis,sirtalis,NA,Thamnophis sirtalis pickeringii,NA,accepted,28363,Thamnophis sirtalis pickeringii,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,28363,Thamnophis sirtalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Crotalus oreganus,"Holbrook, 1840",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Squamata,Serpentes,NA,NA,Viperidae,Crotalinae,NA,Crotalus,oreganus,NA,NA,NA,accepted,48268,Crotalus oreganus,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,48268,Crotalus oreganus,Western Rattlesnake,S2S3,Mar 2018,Blue,Threatened,May 2015,1,Threatened,Jul 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Crotalus oreganus,Crotalus oreganus,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Lepidochelys olivacea,"(Eschscholtz, 1829)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,Chelonioidea,Cheloniidae,Carettinae,NA,Lepidochelys,olivacea,NA,NA,NA,accepted,39670,Lepidochelys olivacea,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39670,Lepidochelys olivacea,Olive Ridley Sea Turtle,SNA,Mar 2025,Accidental,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepidochelys olivacea,Lepidochelys olivacea,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Actinemys marmorata,"(Baird and Girard, 1852)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Emydinae,NA,Actinemys,marmorata,NA,NA,NA,accepted,73592,Actinemys marmorata,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,73592,Actinemys marmorata,Northwestern Pond Turtle,SX,Mar 2025,Red,Extirpated,May 2023,1,Extirpated,Jan 2005,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Actinemys marmorata,Actinemys marmorata,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Chrysemys picta,"(Schneider, 1783)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Chrysemys,picta,NA,NA,NA,accepted,39771,Chrysemys picta,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39771,Chrysemys picta,Painted Turtle,S3,Mar 2018,No Status,Threatened / Special Concern,Nov 2016,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Chrysemys picta,Chrysemys picta,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
Trachemys scripta,"(Thunberg In Schoepff, 1792)",NA,Animalia,Chordata,Vertebrata,NA,Reptilia,NA,NA,Testudines,NA,NA,NA,Emydidae,Deirochelyinae,NA,Trachemys,scripta,NA,NA,NA,accepted,39782,Trachemys scripta,NA,NA,NA,Howe_Sound_herptiles-assigned.csv,SRC_UNASSIGNED,39782,Trachemys scripta,Pond Slider,SNA,Mar 2025,Exotic,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Trachemys scripta,Trachemys scripta,UNASSIGNED,UNASSIGNED,NA,UNASSIGNED,NA,UNASSIGNED,NA
